year,country_code,country,type,indicator,indicator_name,value,yoy_change_pct,period
2020,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),23.4015629969394,-11.537855319940027,Trade War 1.0
2021,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.6095576621932,9.435244413129906,Recovery
2022,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.3139397355363,6.655257758939115,Recovery
2023,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.2903297883366,-7.408707666462777,Recovery
2024,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.3786342507088,0.3491629532364815,Recovery
2015,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),38.6971848362625,,Pre-Trade War
2016,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.177170692978,-6.512138167019932,Pre-Trade War
2017,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.95085261586,2.1385915704905223,Pre-Trade War
2018,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.8943843914718,-0.1528198144038484,Trade War 1.0
2019,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.1994202738836,-4.5940978431937225,Trade War 1.0
2020,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),34.0389507864581,-3.2968426138725637,Trade War 1.0
2021,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.5206911762676,7.290883921124913,Recovery
2022,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.440719876366,2.5191984884893825,Recovery
2023,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.1051923691138,-3.567045483266029,Recovery
2024,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.1984201388065,3.0278962607824145,Recovery
2015,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.1649020669781,,Pre-Trade War
2016,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.3636845215556,-1.210940423687834,Pre-Trade War
2017,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.1010608504649,-0.40178835237490995,Pre-Trade War
2018,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.5998858508762,2.302305032868901,Trade War 1.0
2019,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.1714852804959,-0.6432452021607582,Trade War 1.0
2020,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),61.1567709632763,-7.578361428586056,Trade War 1.0
2021,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),62.2468367159421,1.7824122096314898,Recovery
2022,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),67.3176215563989,8.14625305956811,Recovery
2023,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.6323313370668,-1.0179952937849457,Recovery
2024,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.1499212653783,-2.224760926027902,Recovery
2015,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),70.412974676264,,Pre-Trade War
2016,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.6903034088551,7.494824294605573,Pre-Trade War
2017,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),76.9521260407254,1.667086238318194,Pre-Trade War
2018,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),80.2126616568975,4.23709621024182,Trade War 1.0
2019,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),77.4619722571128,-3.4292458858309893,Trade War 1.0
2020,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),76.8545557056016,-0.7841480584757976,Trade War 1.0
2021,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),83.0692976357895,8.086367650076642,Recovery
2022,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),88.7984855867186,6.8968778044185,Recovery
2023,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),73.5788616365245,-17.139508460795728,Recovery
2024,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),74.5889079825143,1.3727398379433708,Recovery
2015,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.4274083544798,,Pre-Trade War
2016,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),31.3102468455884,-11.621401903565399,Pre-Trade War
2017,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),34.4232135721686,9.942325724649525,Pre-Trade War
2018,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.609931802107,6.3524523221921925,Trade War 1.0
2019,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.2164181084145,-3.806381561225136,Trade War 1.0
2020,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),31.335208636773,-11.021022807297198,Trade War 1.0
2021,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.7384462280698,17.243343275384817,Recovery
2022,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.8129868368938,27.422337205776024,Recovery
2023,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),45.1508795641248,-3.550526008007404,Recovery
2024,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.4069516150859,2.7819437031723515,Recovery
2015,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.5046871956484,,Pre-Trade War
2016,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.3427564383351,-0.25499024475849064,Pre-Trade War
2017,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.3958481559711,3.2412415137549333,Pre-Trade War
2018,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.8022607812266,2.1506145495676643,Trade War 1.0
2019,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.4289771741449,-0.5587888833645471,Trade War 1.0
2020,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),58.8388907240647,-11.425866802348384,Trade War 1.0
2021,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.788482630872,8.412109483877384,Recovery
2022,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.9630077981996,19.085773270040818,Recovery
2023,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),70.6261450610225,-7.02560745271541,Recovery
2024,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),68.1081875443744,-3.565191777736876,Recovery
2015,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),41.4947506939901,,Pre-Trade War
2016,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.813402217321,-1.6420112550954102,Pre-Trade War
2017,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),42.0354135251854,2.9941422216101854,Pre-Trade War
2018,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),43.5732253645218,3.6583720971723688,Trade War 1.0
2019,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.0016827052171,5.573278820604832,Trade War 1.0
2020,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),44.499564103879,-3.265355771796019,Trade War 1.0
2021,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.2022359390595,-9.657011818785232,Recovery
2022,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),45.6946418805752,13.661941464751749,Recovery
2023,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),49.044339318428,7.330613174751144,Recovery
2024,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),47.1453811065195,-3.8719212824526394,Recovery
2015,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.9536259372369,,Pre-Trade War
2016,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),24.5336820770756,-8.978175573840353,Pre-Trade War
2017,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),24.3197343741684,-0.872057044821295,Pre-Trade War
2018,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),28.876203376153,18.735685726996778,Trade War 1.0
2019,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),28.8902578697354,0.04867154244385663,Trade War 1.0
2020,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),32.3020785443492,11.809588858630171,Trade War 1.0
2021,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.6563307592575,16.575565586459607,Recovery
2022,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),38.8160659764321,3.079788162550834,Recovery
2023,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),33.6662298301284,-13.267279969666468,Recovery
2024,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.5845239385389,5.697977225515727,Recovery
2015,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),144.914228195237,,Pre-Trade War
2016,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),145.409507973118,0.3417744303297221,Pre-Trade War
2017,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),160.98008365887,10.708086357482593,Pre-Trade War
2018,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.663936775893,2.2883906091323736,Trade War 1.0
2019,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.704215031408,0.024460884577193198,Trade War 1.0
2020,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),163.245862814935,-0.8854370947306345,Trade War 1.0
2021,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),186.675832836814,14.3525658891831,Recovery
2022,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),183.153619147836,-1.886807539815305,Recovery
2023,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.818071269894,-10.01102132911832,Recovery
2024,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),173.862024782965,5.487234162727983,Recovery
2015,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),329.471398940262,,Pre-Trade War
2016,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),302.839656046574,-8.083172918604909,Pre-Trade War
2017,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),316.794409287568,4.607967603439578,Pre-Trade War
2018,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),326.59658728675,3.0941764475029387,Trade War 1.0
2019,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),324.394985115301,-0.6741044631663584,Trade War 1.0
2020,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),332.040805481913,2.356947769674811,Trade War 1.0
2021,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),329.161383683762,-0.8671891377844188,Recovery
2022,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),332.34956775484,0.968577794696901,Recovery
2023,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),325.69322405378,-2.0028140087638424,Recovery
2024,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),322.371427934716,-1.0199156364749884,Recovery
2015,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),131.37007244526,,Pre-Trade War
2016,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),126.8990100257,-3.4034101803689265,Pre-Trade War
2017,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),133.155173371956,4.930033216956531,Pre-Trade War
2018,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),130.402625502126,-2.067173058414362,Trade War 1.0
2019,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),123.028562027943,-5.6548427961389365,Trade War 1.0
2020,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),116.788182437638,-5.072301494418541,Trade War 1.0
2021,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),134.035994690727,14.768456784828299,Recovery
2022,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),146.424604753908,9.242748630146957,Recovery
2023,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),132.593461641599,-9.445914595811711,Recovery
2024,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),137.362571161559,3.5967908680527128,Recovery
2015,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),511434000000.0,,Pre-Trade War
2016,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),474388000000.0,-7.2435543980259425,Pre-Trade War
2017,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),380823000000.0,-19.72330666037083,Pre-Trade War
2018,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),214715000000.0,-43.61816381888699,Trade War 1.0
2019,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),315984000000.0,47.164380690683004,Trade War 1.0
2020,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),137066000000.0,-56.6224872145425,Trade War 1.0
2021,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),477956000000.0,248.705003429005,Recovery
2022,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),416890000000.0,-12.776489886098297,Recovery
2023,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),361944000000.0,-13.179975533114252,Recovery
2024,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),297058000000.0,-17.927082642618753,Recovery
2015,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),242489331627.398,,Pre-Trade War
2016,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),174749584584.05,-27.93514526545643,Pre-Trade War
2017,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),166083755721.648,-4.958998262015291,Pre-Trade War
2018,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),235365050036.341,41.71467222285521,Trade War 1.0
2019,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),187169822364.755,-20.476798770312133,Trade War 1.0
2020,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),253095616058.58,35.22244818149656,Trade War 1.0
2021,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),344074977062.48,35.94663646123466,Recovery
2022,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),190203789092.51,-44.72024943041085,Recovery
2023,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),51338076801.59,-73.0089095246044,Recovery
2024,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),18556141172.84,-63.85501302560424,Recovery
2015,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),62418993509.2489,,Pre-Trade War
2016,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),58132711370.7803,-6.866951704105073,Pre-Trade War
2017,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),108786501529.106,87.13474559142311,Pre-Trade War
2018,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),162250938125.842,49.14620457983154,Trade War 1.0
2019,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),75463438450.8916,-53.489675115245205,Trade War 1.0
2020,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),176781024357.228,134.26049486503265,Trade War 1.0
2021,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),127609826748.268,-27.814748663068002,Recovery
2022,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),87215414562.4594,-31.65462505132417,Recovery
2023,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),77438957875.1405,-11.209551357825031,Recovery
2024,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),47599143488.7827,-38.533336714667996,Recovery
2015,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),59986208237.0733,,Pre-Trade War
2016,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),34201872160.6085,-42.98377382774679,Pre-Trade War
2017,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),25357801000.4969,-25.858441662435162,Pre-Trade War
2018,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),42603762048.597,68.0104755446348,Trade War 1.0
2019,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),48942300762.2452,14.877884977429922,Trade War 1.0
2020,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),29123011879.2997,-40.495212881847976,Trade War 1.0
2021,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),60189690111.8854,106.67398812094544,Recovery
2022,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),50764048301.0469,-15.659894233243875,Recovery
2023,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),43897082059.7896,-13.527223440758728,Recovery
2024,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),63052828220.4018,43.637857601836274,Recovery
2015,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),36251271532.0,,Pre-Trade War
2016,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),38902371602.0,7.313122982899523,Pre-Trade War
2017,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),33138670924.0,-14.815807984579743,Pre-Trade War
2018,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),37867130066.0,14.268704839865842,Trade War 1.0
2019,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),29948988013.0,-20.910330514087505,Trade War 1.0
2020,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),31546860667.0,5.335314346202313,Trade War 1.0
2021,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),35617195058.0,12.90250219812783,Recovery
2022,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),39206366288.0,10.077074357358274,Recovery
2023,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),30682691037.0,-21.740538739007963,Recovery
2024,MX,Mexico,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),45474733959.0,48.20973135688262,Recovery
2015,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),5252218412.39171,,Pre-Trade War
2016,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),40954181468.5533,679.7501598929877,Pre-Trade War
2017,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),18802251208.1068,-54.08954462307073,Pre-Trade War
2018,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),25289367857.8518,34.50180820341346,Trade War 1.0
2019,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),39960544340.0141,58.01321948665166,Trade War 1.0
2020,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),62584719398.0912,56.6162834659452,Trade War 1.0
2021,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),35027163875.7213,-44.032402457668276,Recovery
2022,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),48153832744.0586,37.475682915441276,Recovery
2023,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),19982140844.5082,-58.50352982136469,Recovery
2024,JP,Japan,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),16160318365.9944,-19.126191273765215,Recovery
2015,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),4104100000.0,,Pre-Trade War
2016,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),12104300000.0,194.93189737092175,Pre-Trade War
2017,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),17912900000.0,47.987905124625144,Pre-Trade War
2018,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),12182600000.0,-31.9897950638925,Trade War 1.0
2019,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),9634300000.0,-20.91753812814998,Trade War 1.0
2020,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),8764900000.0,-9.024007971518433,Trade War 1.0
2021,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),22060400000.0,151.69026457803284,Recovery
2022,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),25044700000.0,13.527859875614222,Recovery
2023,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),18599100000.0,-25.736383346576318,Recovery
2024,KR,South Korea,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),12862500000.0,-30.84342790780199,Recovery
2015,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),44009492129.5319,,Pre-Trade War
2016,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),44458571545.798,1.0204149026403986,Pre-Trade War
2017,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),39966091358.7384,-10.104868489604456,Pre-Trade War
2018,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),42117450737.2644,5.382961669219144,Trade War 1.0
2019,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),50610647353.5911,20.165504957336246,Trade War 1.0
2020,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),64362364994.3754,27.171590089942875,Trade War 1.0
2021,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),44727277562.881,-30.507094376053935,Recovery
2022,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),49940258404.2659,11.655037206447671,Recovery
2023,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),28086193530.3979,-43.76041608947947,Recovery
2024,IN,India,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),27139853378.1402,-3.3694140547506635,Recovery
2015,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),45333483122.0899,,Pre-Trade War
2016,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),324813224213.021,616.4973918687211,Pre-Trade War
2017,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),125358809934.12,-61.40587864368896,Pre-Trade War
2018,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),-25055440306.9073,-119.98698002962433,Trade War 1.0
2019,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),19790761929.1276,-178.98788321701005,Trade War 1.0
2020,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),157185559299.989,694.2370276742444,Trade War 1.0
2021,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),102431564639.492,-34.83398532558508,Recovery
2022,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),92776358059.3492,-9.426007123999636,Recovery
2023,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),13789803776.1608,-85.13651099848148,Recovery
2024,GB,UK,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),-12955141484.5037,-193.94725040903026,Recovery
2015,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),43133325471.3567,,Pre-Trade War
2016,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),35623357280.0881,-17.411057712801913,Pre-Trade War
2017,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),43733253503.8812,22.76567073684037,Pre-Trade War
2018,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),77493098693.2377,77.19490887262803,Trade War 1.0
2019,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),53499337503.7413,-30.96244903623937,Trade War 1.0
2020,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),19368829836.4654,-63.796131428523005,Trade War 1.0
2021,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),98012545019.163,406.0323511884867,Recovery
2022,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),112295479269.655,14.572557265704567,Recovery
2023,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),18051596853.4685,-83.92491223077536,Recovery
2024,FR,France,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),52052548617.7634,188.35426051386602,Recovery
2015,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),46892808567.8515,,Pre-Trade War
2016,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),42970225977.7087,-8.364998194695506,Pre-Trade War
2017,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),48199372039.9014,12.169231004057025,Pre-Trade War
2018,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),60686639529.9229,25.907531491663494,Trade War 1.0
2019,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),38745129661.1195,-36.155420762727594,Trade War 1.0
2020,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),17976843681.3117,-53.602313791321876,Trade War 1.0
2021,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),31453060427.453,74.96430955869553,Recovery
2022,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),68709419796.6458,118.45066541338704,Recovery
2023,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),35315978153.0955,-48.60096583901073,Recovery
2024,AU,Australia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),53393088476.4107,51.18677513320049,Recovery
2015,MY,Malaysia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),9857162111.82329,,Pre-Trade War
2016,MY,Malaysia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),13470089920.807,36.6528192191355,Pre-Trade War
2017,MY,Malaysia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),9368469822.66145,-30.44983457615864,Pre-Trade War
2018,MY,Malaysia,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),8304480741.65266,-11.357127696938296,Trade War 1.0
