year,country_code,country,type,indicator,indicator_name,value,yoy_change_pct,period
2017,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-25263598550.21,-17.246739224646777,Pre-Trade War
2018,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-53818304220.985,113.0270717927381,Trade War 1.0
2019,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-63959511165.035,18.843415991720725,Trade War 1.0
2020,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-24223442477.915,-62.126911171332836,Trade War 1.0
2021,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-39397557333.0099,62.642272537974094,Recovery
2022,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-41960059748.66,6.504216477154712,Recovery
2023,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-27073227179.5849,-35.47857810081053,Recovery
2024,BR,Brazil,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-66168310204.4699,144.40496053741762,Recovery
2015,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-2041000000.0,,Pre-Trade War
2016,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),625000000.0,-130.62224399804018,Pre-Trade War
2017,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-1649000000.0,-363.84,Pre-Trade War
2018,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),5899353000.00003,-457.7533656761691,Trade War 1.0
2019,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),13101247000.0,122.07938734976418,Trade War 1.0
2020,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),15060000000.0,14.950889789346,Trade War 1.0
2021,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),-4628000000.0,-130.730411686587,Recovery
2022,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),1402000000.0,-130.29386343993085,Recovery
2023,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),25793000000.0,1739.7289586305278,Recovery
2024,VN,Vietnam,Trade,BN.CAB.XOKA.CD,Current account balance (USD),30175000000.0,16.98910557127904,Recovery
2015,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),57574236721.0372,,Pre-Trade War
2016,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),57822018936.6198,0.43036995311491744,Pre-Trade War
2017,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),63747777757.6624,10.248273806450747,Pre-Trade War
2018,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),59253211088.5266,-7.050546430374283,Trade War 1.0
2019,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),58233636124.8388,-1.7207083716771376,Trade War 1.0
2020,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),62158375058.1328,6.739642575092364,Trade War 1.0
2021,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),84926100063.2683,36.6285717473185,Recovery
2022,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),97310469052.2243,14.582524076496961,Recovery
2023,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),83791102946.6524,-13.893023265889681,Recovery
2024,SG,Singapore,Trade,BN.CAB.XOKA.CD,Current account balance (USD),98541098111.6072,17.603295154553255,Recovery
2015,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),9067534382.29971,,Pre-Trade War
2016,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),7132796676.88571,-21.336976777178883,Pre-Trade War
2017,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),8960171430.00505,25.619330480021496,Pre-Trade War
2018,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),8026400934.69379,-10.421346316927938,Trade War 1.0
2019,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),12795413586.6751,59.41657650526086,Trade War 1.0
2020,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),14137954762.8316,10.492362494281515,Trade War 1.0
2021,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),14493419471.0048,2.5142583502085536,Recovery
2022,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),12738468639.6038,-12.108604425007607,Recovery
2023,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),6257096796.55397,-50.88030615312184,Recovery
2024,MY,Malaysia,Trade,BN.CAB.XOKA.CD,Current account balance (USD),7150093156.33009,14.271736378889454,Recovery
